,Year,City,Sport,Discipline,NOC,Event,Event gender,Medal
351,1956,Cortina d'Ampezzo,Skiing,Nordic Combined,POL,individual,M,Bronze
352,1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold
353,1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
354,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,M,Silver
355,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,W,Gold
356,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,W,Silver
357,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,slalom,W,Gold
358,1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,10000m,M,Gold
359,1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,5000m,M,Silver
360,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SWE,slalom,M,Bronze
361,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,10km,W,Bronze
362,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,15km,M,Silver
363,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,30km mass start,M,Silver
364,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,3x5km relay,W,Bronze
365,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze
366,1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,50km,M,Gold
367,1956,Cortina d'Ampezzo,Skiing,Nordic Combined,SWE,individual,M,Silver
368,1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
369,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,10000m,M,Bronze
370,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,1500m,M,Gold
371,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,1500m,M,Gold
372,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,5000m,M,Bronze
373,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,5000m,M,Gold
374,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,500m,M,Gold
375,1956,Cortina d'Ampezzo,Skating,Speed skating,URS,500m,M,Silver
376,1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,URS,slalom,W,Bronze
377,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,10km,W,Gold
378,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,10km,W,Silver
379,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,15km,M,Bronze
380,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,30km mass start,M,Bronze
381,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,3x5km relay,W,Silver
382,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,4x10km relay,M,Gold
383,1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,50km,M,Bronze
384,1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze
385,1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver
386,1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Bronze
387,1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Gold
388,1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Silver
389,1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,W,Gold
390,1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,W,Silver
391,1960,Squaw Valley,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
392,1960,Squaw Valley,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
393,1960,Squaw Valley,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver
394,1960,Squaw Valley,Skiing,Alpine Skiing,AUT,slalom,M,Gold
395,1960,Squaw Valley,Skiing,Alpine Skiing,AUT,slalom,M,Silver
396,1960,Squaw Valley,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
397,1960,Squaw Valley,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver
398,1960,Squaw Valley,Skating,Figure skating,CAN,individual,M,Bronze
399,1960,Squaw Valley,Skating,Figure skating,CAN,pairs,X,Gold
400,1960,Squaw Valley,Skiing,Alpine Skiing,CAN,slalom,W,Gold
401,1960,Squaw Valley,Skating,Figure skating,EUA,pairs,X,Silver
402,1960,Squaw Valley,Skating,Speed skating,EUA,1000m,W,Silver
403,1960,Squaw Valley,Skating,Speed skating,EUA,500m,W,Gold
404,1960,Squaw Valley,Skiing,Alpine Skiing,EUA,downhill,M,Silver
405,1960,Squaw Valley,Skiing,Alpine Skiing,EUA,downhill,W,Gold
406,1960,Squaw Valley,Skiing,Alpine Skiing,EUA,slalom,W,Bronze
407,1960,Squaw Valley,Skiing,Nordic Combined,EUA,individual,M,Gold
408,1960,Squaw Valley,Skiing,Ski Jumping,EUA,K90 individual (70m),M,Gold
409,1960,Squaw Valley,Biathlon,Biathlon,FIN,20km,M,Silver
410,1960,Squaw Valley,Skating,Speed skating,FIN,3000m,W,Bronze
411,1960,Squaw Valley,Skiing,Cross Country S,FIN,15km,M,Bronze
412,1960,Squaw Valley,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze
413,1960,Squaw Valley,Skiing,Cross Country S,FIN,4x10km relay,M,Gold
414,1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Gold
415,1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Silver
416,1960,Squaw Valley,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver
417,1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Bronze
418,1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Gold
419,1960,Squaw Valley,Skiing,Alpine Skiing,FRA,slalom,M,Bronze
420,1960,Squaw Valley,Skiing,Alpine Skiing,ITA,giant slalom,W,Bronze
421,1960,Squaw Valley,Skating,Figure skating,NED,individual,W,Silver
422,1960,Squaw Valley,Skating,Speed skating,NED,5000m,M,Bronze
423,1960,Squaw Valley,Skating,Speed skating,NOR,10000m,M,Gold
424,1960,Squaw Valley,Skating,Speed skating,NOR,1500m,M,Gold
425,1960,Squaw Valley,Skating,Speed skating,NOR,5000m,M,Silver
426,1960,Squaw Valley,Skiing,Cross Country S,NOR,15km,M,Gold
427,1960,Squaw Valley,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
428,1960,Squaw Valley,Skiing,Nordic Combined,NOR,individual,M,Silver
429,1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Bronze
430,1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Silver
431,1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold
432,1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold
433,1960,Squaw Valley,Biathlon,Biathlon,SWE,20km,M,Gold
434,1960,Squaw Valley,Skating,Speed skating,SWE,10000m,M,Bronze
435,1960,Squaw Valley,Skiing,Cross Country S,SWE,15km,M,Silver
436,1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Gold
437,1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Silver
438,1960,Squaw Valley,Skiing,Cross Country S,SWE,3x5km relay,W,Gold
439,1960,Squaw Valley,Skiing,Cross Country S,SWE,50km,M,Bronze
440,1960,Squaw Valley,Skating,Figure skating,TCH,individual,M,Silver
441,1960,Squaw Valley,Biathlon,Biathlon,URS,20km,M,Bronze
442,1960,Squaw Valley,Ice Hockey,Ice Hockey,URS,ice hockey,M,Bronze
443,1960,Squaw Valley,Skating,Speed skating,URS,10000m,M,Silver
444,1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Bronze
445,1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Gold
446,1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Bronze
447,1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Gold
448,1960,Squaw Valley,Skating,Speed skating,URS,1500m,W,Gold
449,1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Gold
450,1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Silver
451,1960,Squaw Valley,Skating,Speed skating,URS,5000m,M,Gold
452,1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Bronze
453,1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Gold
454,1960,Squaw Valley,Skating,Speed skating,URS,500m,W,Silver
455,1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Bronze
456,1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Gold
457,1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Silver
458,1960,Squaw Valley,Skiing,Cross Country S,URS,30km mass start,M,Bronze
459,1960,Squaw Valley,Skiing,Cross Country S,URS,3x5km relay,W,Silver
460,1960,Squaw Valley,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
461,1960,Squaw Valley,Skiing,Nordic Combined,URS,individual,M,Bronze
462,1960,Squaw Valley,Ice Hockey,Ice Hockey,USA,ice hockey,M,Gold
463,1960,Squaw Valley,Skating,Figure skating,USA,individual,M,Gold
464,1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Bronze
465,1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Gold
466,1960,Squaw Valley,Skating,Figure skating,USA,pairs,X,Bronze
467,1960,Squaw Valley,Skating,Speed skating,USA,500m,M,Silver
468,1960,Squaw Valley,Skating,Speed skating,USA,500m,W,Bronze
469,1960,Squaw Valley,Skiing,Alpine Skiing,USA,downhill,W,Silver
470,1960,Squaw Valley,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
471,1960,Squaw Valley,Skiing,Alpine Skiing,USA,slalom,W,Silver
472,1964,Innsbruck,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver
473,1964,Innsbruck,Luge,Luge,AUT,doubles,X,Gold
474,1964,Innsbruck,Luge,Luge,AUT,doubles,X,Silver
475,1964,Innsbruck,Luge,Luge,AUT,singles,W,Bronze
476,1964,Innsbruck,Skating,Figure skating,AUT,individual,W,Silver
477,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,M,Gold
478,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
479,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Gold
480,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Silver
481,1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
482,1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver
483,1964,Innsbruck,Skiing,Alpine Skiing,AUT,slalom,M,Gold
484,1964,Innsbruck,Bobsleigh,Bobsleigh,CAN,four-man,M,Gold
485,1964,Innsbruck,Skating,Figure skating,CAN,individual,W,Bronze
486,1964,Innsbruck,Skating,Figure skating,CAN,pairs,X,Bronze
487,1964,Innsbruck,Luge,Luge,EUA,singles,M,Bronze
488,1964,Innsbruck,Luge,Luge,EUA,singles,M,Gold
489,1964,Innsbruck,Luge,Luge,EUA,singles,M,Silver
490,1964,Innsbruck,Luge,Luge,EUA,singles,W,Gold
491,1964,Innsbruck,Luge,Luge,EUA,singles,W,Silver
492,1964,Innsbruck,Skating,Figure skating,EUA,individual,M,Gold
493,1964,Innsbruck,Skating,Figure skating,EUA,pairs,X,Silver
494,1964,Innsbruck,Skiing,Alpine Skiing,EUA,downhill,M,Bronze
495,1964,Innsbruck,Skiing,Nordic Combined,EUA,individual,M,Bronze
496,1964,Innsbruck,Skating,Speed skating,FIN,1000m,W,Bronze
497,1964,Innsbruck,Skating,Speed skating,FIN,1500m,W,Silver
498,1964,Innsbruck,Skiing,Cross Country S,FIN,15km,M,Gold
499,1964,Innsbruck,Skiing,Cross Country S,FIN,30km mass start,M,Gold
500,1964,Innsbruck,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze
501,1964,Innsbruck,Skiing,Cross Country S,FIN,4x10km relay,M,Silver
502,1964,Innsbruck,Skiing,Cross Country S,FIN,50km,M,Bronze
503,1964,Innsbruck,Skiing,Cross Country S,FIN,5km,W,Silver
504,1964,Innsbruck,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Silver
505,1964,Innsbruck,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold
506,1964,Innsbruck,Skating,Figure skating,FRA,individual,M,Silver
507,1964,Innsbruck,Skiing,Alpine Skiing,FRA,downhill,M,Silver
508,1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold
509,1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Gold
510,1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver
511,1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Gold
512,1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Silver
513,1964,Innsbruck,Bobsleigh,Bobsleigh,GBR,two-man,M,Gold
514,1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,four-man,M,Bronze
515,1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Bronze
516,1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver
517,1964,Innsbruck,Luge,Luge,ITA,doubles,X,Bronze
518,1964,Innsbruck,Skating,Figure skating,NED,individual,W,Gold
519,1964,Innsbruck,Skating,Speed skating,NED,1500m,M,Silver
520,1964,Innsbruck,Biathlon,Biathlon,NOR,20km,M,Bronze
521,1964,Innsbruck,Skating,Speed skating,NOR,10000m,M,Bronze
522,1964,Innsbruck,Skating,Speed skating,NOR,10000m,M,Silver
523,1964,Innsbruck,Skating,Speed skating,NOR,1500m,M,Bronze
524,1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Bronze
525,1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Gold
526,1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Silver
527,1964,Innsbruck,Skating,Speed skating,NOR,500m,M,Silver
528,1964,Innsbruck,Skiing,Cross Country S,NOR,15km,M,Silver
529,1964,Innsbruck,Skiing,Cross Country S,NOR,30km mass start,M,Silver
530,1964,Innsbruck,Skiing,Nordic Combined,NOR,individual,M,Gold
531,1964,Innsbruck,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
532,1964,Innsbruck,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Gold
533,1964,Innsbruck,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze
534,1964,Innsbruck,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver
535,1964,Innsbruck,Skating,Speed skating,PRK,3000m,W,Silver
536,1964,Innsbruck,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Silver
537,1964,Innsbruck,Skating,Speed skating,SWE,10000m,M,Gold
538,1964,Innsbruck,Skiing,Cross Country S,SWE,15km,M,Bronze
539,1964,Innsbruck,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
540,1964,Innsbruck,Skiing,Cross Country S,SWE,4x10km relay,M,Gold
541,1964,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Gold
542,1964,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Silver
543,1964,Innsbruck,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
544,1964,Innsbruck,Biathlon,Biathlon,URS,20km,M,Gold
545,1964,Innsbruck,Biathlon,Biathlon,URS,20km,M,Silver
546,1964,Innsbruck,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
547,1964,Innsbruck,Skating,Figure skating,URS,pairs,X,Gold
548,1964,Innsbruck,Skating,Speed skating,URS,1000m,W,Gold
549,1964,Innsbruck,Skating,Speed skating,URS,1000m,W,Silver
550,1964,Innsbruck,Skating,Speed skating,URS,1500m,M,Gold
551,1964,Innsbruck,Skating,Speed skating,URS,1500m,W,Bronze
552,1964,Innsbruck,Skating,Speed skating,URS,1500m,W,Gold
553,1964,Innsbruck,Skating,Speed skating,URS,3000m,W,Gold
554,1964,Innsbruck,Skating,Speed skating,URS,3000m,W,Silver
555,1964,Innsbruck,Skating,Speed skating,URS,500m,M,Silver
556,1964,Innsbruck,Skating,Speed skating,URS,500m,M,Silver
557,1964,Innsbruck,Skating,Speed skating,URS,500m,W,Bronze
558,1964,Innsbruck,Skating,Speed skating,URS,500m,W,Gold
559,1964,Innsbruck,Skating,Speed skating,URS,500m,W,Silver
560,1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Bronze
561,1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Gold
562,1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Silver
563,1964,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Bronze
564,1964,Innsbruck,Skiing,Cross Country S,URS,3x5km relay,W,Gold
565,1964,Innsbruck,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
566,1964,Innsbruck,Skiing,Cross Country S,URS,5km,W,Bronze
567,1964,Innsbruck,Skiing,Cross Country S,URS,5km,W,Gold
568,1964,Innsbruck,Skiing,Nordic Combined,URS,individual,M,Silver
569,1964,Innsbruck,Skating,Figure skating,USA,individual,M,Bronze
570,1964,Innsbruck,Skating,Speed skating,USA,500m,M,Gold
571,1964,Innsbruck,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
572,1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,M,Bronze
573,1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,M,Silver
574,1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,W,Bronze
575,1968,Grenoble,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver
576,1968,Grenoble,Luge,Luge,AUT,doubles,X,Silver
577,1968,Grenoble,Luge,Luge,AUT,singles,M,Gold
578,1968,Grenoble,Skating,Figure skating,AUT,individual,M,Gold
579,1968,Grenoble,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
580,1968,Grenoble,Skiing,Alpine Skiing,AUT,downhill,W,Gold
581,1968,Grenoble,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
582,1968,Grenoble,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
583,1968,Grenoble,Skiing,Alpine Skiing,AUT,slalom,M,Silver
584,1968,Grenoble,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
585,1968,Grenoble,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Silver
586,1968,Grenoble,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Bronze
587,1968,Grenoble,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold
588,1968,Grenoble,Skiing,Alpine Skiing,CAN,slalom,W,Silver
589,1968,Grenoble,Skating,Speed skating,FIN,1500m,W,Gold
590,1968,Grenoble,Skating,Speed skating,FIN,3000m,W,Silver
591,1968,Grenoble,Skiing,Cross Country S,FIN,15km,M,Silver
592,1968,Grenoble,Skiing,Cross Country S,FIN,30km mass start,M,Bronze
593,1968,Grenoble,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
594,1968,Grenoble,Skating,Figure skating,FRA,individual,M,Bronze
595,1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,M,Gold
596,1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,M,Silver
597,1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,W,Silver
598,1968,Grenoble,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold
599,1968,Grenoble,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver
600,1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,M,Gold
601,1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
602,1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,W,Gold
603,1968,Grenoble,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
604,1968,Grenoble,Luge,Luge,FRG,doubles,X,Bronze
605,1968,Grenoble,Luge,Luge,FRG,singles,W,Bronze
606,1968,Grenoble,Luge,Luge,FRG,singles,W,Silver
607,1968,Grenoble,Skating,Figure skating,FRG,pairs,X,Bronze
608,1968,Grenoble,Skating,Speed skating,FRG,500m,M,Gold
609,1968,Grenoble,Skiing,Nordic Combined,FRG,individual,M,Gold
610,1968,Grenoble,Luge,Luge,GDR,doubles,X,Gold
611,1968,Grenoble,Luge,Luge,GDR,singles,M,Bronze
612,1968,Grenoble,Luge,Luge,GDR,singles,M,Silver
613,1968,Grenoble,Skating,Figure skating,GDR,individual,W,Silver
614,1968,Grenoble,Skiing,Nordic Combined,GDR,individual,M,Bronze
615,1968,Grenoble,Bobsleigh,Bobsleigh,ITA,four-man,M,Gold
616,1968,Grenoble,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold
617,1968,Grenoble,Luge,Luge,ITA,singles,W,Gold
618,1968,Grenoble,Skiing,Cross Country S,ITA,30km mass start,M,Gold
619,1968,Grenoble,Skating,Speed skating,NED,1000m,W,Gold
620,1968,Grenoble,Skating,Speed skating,NED,1500m,M,Gold
621,1968,Grenoble,Skating,Speed skating,NED,1500m,M,Silver
622,1968,Grenoble,Skating,Speed skating,NED,1500m,W,Bronze
623,1968,Grenoble,Skating,Speed skating,NED,1500m,W,Silver
624,1968,Grenoble,Skating,Speed skating,NED,3000m,W,Bronze
625,1968,Grenoble,Skating,Speed skating,NED,3000m,W,Gold
626,1968,Grenoble,Skating,Speed skating,NED,5000m,M,Bronze
627,1968,Grenoble,Skating,Speed skating,NED,5000m,M,Silver
628,1968,Grenoble,Biathlon,Biathlon,NOR,20km,M,Gold
629,1968,Grenoble,Biathlon,Biathlon,NOR,4x7.5km relay,M,Silver
630,1968,Grenoble,Skating,Speed skating,NOR,10000m,M,Silver
631,1968,Grenoble,Skating,Speed skating,NOR,1500m,M,Silver
632,1968,Grenoble,Skating,Speed skating,NOR,5000m,M,Gold
633,1968,Grenoble,Skating,Speed skating,NOR,500m,M,Silver
634,1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Bronze
635,1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Silver
636,1968,Grenoble,Skiing,Cross Country S,NOR,15km,M,Gold
637,1968,Grenoble,Skiing,Cross Country S,NOR,30km mass start,M,Silver
638,1968,Grenoble,Skiing,Cross Country S,NOR,3x5km relay,W,Gold
639,1968,Grenoble,Skiing,Cross Country S,NOR,4x10km relay,M,Gold
640,1968,Grenoble,Skiing,Cross Country S,NOR,50km,M,Gold
641,1968,Grenoble,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
642,1968,Grenoble,Bobsleigh,Bobsleigh,ROU,two-man,M,Bronze
643,1968,Grenoble,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze
644,1968,Grenoble,Skiing,Alpine Skiing,SUI,downhill,M,Bronze
645,1968,Grenoble,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
646,1968,Grenoble,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
647,1968,Grenoble,Skiing,Cross Country S,SUI,50km,M,Bronze
648,1968,Grenoble,Skiing,Nordic Combined,SUI,individual,M,Silver
649,1968,Grenoble,Biathlon,Biathlon,SWE,4x7.5km relay,M,Bronze
650,1968,Grenoble,Skating,Speed skating,SWE,10000m,M,Bronze
651,1968,Grenoble,Skating,Speed skating,SWE,10000m,M,Gold
652,1968,Grenoble,Skiing,Cross Country S,SWE,10km,W,Gold
653,1968,Grenoble,Skiing,Cross Country S,SWE,15km,M,Bronze
654,1968,Grenoble,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
655,1968,Grenoble,Skiing,Cross Country S,SWE,4x10km relay,M,Silver
656,1968,Grenoble,Skiing,Cross Country S,SWE,5km,W,Gold
657,1968,Grenoble,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
658,1968,Grenoble,Skating,Figure skating,TCH,individual,W,Bronze
659,1968,Grenoble,Skiing,Ski Jumping,TCH,K120 individual (90m),M,Silver
660,1968,Grenoble,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Gold
661,1968,Grenoble,Biathlon,Biathlon,URS,20km,M,Bronze
662,1968,Grenoble,Biathlon,Biathlon,URS,20km,M,Silver
663,1968,Grenoble,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
664,1968,Grenoble,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
665,1968,Grenoble,Skating,Figure skating,URS,pairs,X,Gold
666,1968,Grenoble,Skating,Figure skating,URS,pairs,X,Silver
667,1968,Grenoble,Skating,Speed skating,URS,1000m,W,Silver
668,1968,Grenoble,Skating,Speed skating,URS,500m,W,Gold
669,1968,Grenoble,Skiing,Cross Country S,URS,3x5km relay,W,Bronze
670,1968,Grenoble,Skiing,Cross Country S,URS,50km,M,Silver
671,1968,Grenoble,Skiing,Cross Country S,URS,5km,W,Bronze
672,1968,Grenoble,Skiing,Cross Country S,URS,5km,W,Silver
673,1968,Grenoble,Skiing,Ski Jumping,URS,K120 individual (90m),M,Gold
674,1968,Grenoble,Skating,Figure skating,USA,individual,M,Silver
675,1968,Grenoble,Skating,Figure skating,USA,individual,W,Gold
676,1968,Grenoble,Skating,Speed skating,USA,1000m,W,Bronze
677,1968,Grenoble,Skating,Speed skating,USA,500m,M,Silver
678,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
679,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
680,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
681,1972,Sapporo,Skating,Figure skating,AUT,individual,W,Gold
682,1972,Sapporo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
683,1972,Sapporo,Skiing,Alpine Skiing,AUT,downhill,W,Silver
684,1972,Sapporo,Skiing,Alpine Skiing,AUT,giant slalom,W,Bronze
685,1972,Sapporo,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver
686,1972,Sapporo,Skating,Figure skating,CAN,individual,W,Silver
687,1972,Sapporo,Skiing,Alpine Skiing,ESP,slalom,M,Gold
688,1972,Sapporo,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver
689,1972,Sapporo,Skiing,Cross Country S,FIN,10km,W,Bronze
690,1972,Sapporo,Skiing,Cross Country S,FIN,3x5km relay,W,Silver
691,1972,Sapporo,Skiing,Cross Country S,FIN,5km,W,Silver
692,1972,Sapporo,Skiing,Nordic Combined,FIN,individual,M,Silver
693,1972,Sapporo,Skating,Figure skating,FRA,individual,M,Bronze
694,1972,Sapporo,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
695,1972,Sapporo,Skiing,Alpine Skiing,FRA,slalom,W,Silver
696,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze
697,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,two-man,M,Gold
698,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
699,1972,Sapporo,Skating,Speed skating,FRG,1000m,W,Gold
700,1972,Sapporo,Skating,Speed skating,FRG,500m,M,Gold
701,1972,Sapporo,Biathlon,Biathlon,GDR,20km,M,Silver
702,1972,Sapporo,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze
703,1972,Sapporo,Luge,Luge,GDR,doubles,X,Bronze
704,1972,Sapporo,Luge,Luge,GDR,doubles,X,Gold
705,1972,Sapporo,Luge,Luge,GDR,singles,M,Bronze
706,1972,Sapporo,Luge,Luge,GDR,singles,M,Gold
707,1972,Sapporo,Luge,Luge,GDR,singles,M,Silver
708,1972,Sapporo,Luge,Luge,GDR,singles,W,Bronze
709,1972,Sapporo,Luge,Luge,GDR,singles,W,Gold
710,1972,Sapporo,Luge,Luge,GDR,singles,W,Silver
711,1972,Sapporo,Skating,Figure skating,GDR,pairs,X,Bronze
